,Author Username,Author url,Text ID,url,Text Title,Medium Orig,Fandom Categories,Chapter Amount,Creation Date,Update Date,Word Count,Story Type,Genre,Age Restriction,Endorsment Amount,Review Amount,Gender,Data
36,a8771,redacted,redacted,redacted,t9682,Bücher,Warrior Cats,29.0,2021-04-22,2021-09-25,29275.0,,Schmerz/ Trost,P12,6.0,34.0,,redacted
37,a3927,redacted,redacted,redacted,t14871,Bücher,Warrior Cats,9.0,2021-06-24,2021-10-06,6694.0,,Allgemein,P12,5.0,28.0,,redacted
38,a9523,redacted,redacted,redacted,t26174,Bücher,Warrior Cats,13.0,2021-08-30,2021-10-06,13749.0,,Allgemein,P6,3.0,9.0,,redacted
39,a14015,redacted,redacted,redacted,t29870,Bücher,Warrior Cats,9.0,2021-07-21,2021-08-11,17584.0,,"Freundschaft,  Schmerz/ Trost",P12,3.0,19.0,,redacted
40,a7864,redacted,redacted,redacted,t28007,Bücher,Warrior Cats,6.0,2021-06-24,2021-08-15,3164.0,,"Schmerz/ Trost,  Liebesgeschichte",P12,3.0,25.0,,redacted
41,a9510,redacted,redacted,redacted,t14873,Bücher,Warrior Cats,8.0,2021-02-08,2021-08-16,43793.0,,"Drama,  Angst",P16,7.0,10.0,,redacted
42,a1675,redacted,redacted,redacted,t36208,Bücher,Warrior Cats,3.0,2021-05-05,2021-08-20,3636.0,,Allgemein,P12,2.0,4.0,,redacted
43,a12624,redacted,redacted,redacted,t21282,Bücher,Warrior Cats,8.0,2020-10-03,2021-08-24,21411.0,,Fantasy,P12,11.0,7.0,,redacted
44,a6669,redacted,redacted,redacted,t10446,Bücher,Warrior Cats,12.0,2020-07-23,2021-08-29,53472.0,,"Abenteuer,  Drama",P18,14.0,31.0,,redacted
45,a14337,redacted,redacted,redacted,t5152,Bücher,Warrior Cats,20.0,2020-04-22,2021-07-16,44994.0,,Familie,P12,12.0,43.0,,redacted
46,a8071,redacted,redacted,redacted,t19801,Bücher,Warrior Cats,2.0,2021-06-20,2021-07-18,215.0,,"Fantasy,  Freundschaft",P18,1.0,1.0,,redacted
47,a7409,redacted,redacted,redacted,t32587,Bücher,Warrior Cats,8.0,2021-02-22,2021-07-25,4309.0,,"Abenteuer,  Freundschaft",P6,1.0,10.0,,redacted
48,a14027,redacted,redacted,redacted,t35137,Bücher,Warrior Cats,4.0,2021-02-24,2021-06-10,275.0,,Allgemein,P12,5.0,11.0,,redacted
49,a4935,redacted,redacted,redacted,t12927,Bücher,Warrior Cats,13.0,2021-04-16,2021-06-13,5484.0,,Allgemein,P12,5.0,24.0,,redacted
50,a4774,redacted,redacted,redacted,t5047,Bücher,Warrior Cats,5.0,2021-02-18,2021-06-23,4171.0,,Allgemein,P12,3.0,5.0,,redacted
51,a14906,redacted,redacted,redacted,t128,Bücher,Warrior Cats,6.0,2021-04-09,2021-06-23,6272.0,,Allgemein,P12,4.0,6.0,,redacted
52,a8397,redacted,redacted,redacted,t18876,Bücher,Warrior Cats,15.0,2021-05-21,2021-06-26,13365.0,,Liebesgeschichte,P12,3.0,25.0,,redacted
53,a5422,redacted,redacted,redacted,t8062,Bücher,Warrior Cats,1.0,2021-05-11,2021-05-11,849.0,,Parodie,P6,2.0,2.0,,redacted
54,a5422,redacted,redacted,redacted,t5276,Bücher,Warrior Cats,4.0,2021-05-11,2021-05-13,5128.0,,"Abenteuer,  Fantasy",P16,2.0,5.0,,redacted
55,a10111,redacted,redacted,redacted,t27834,Bücher,Warrior Cats,3.0,2021-01-15,2021-05-14,1371.0,,"Angst,  Fantasy",P6,2.0,2.0,,redacted
56,a9727,redacted,redacted,redacted,t26252,Bücher,Warrior Cats,3.0,2021-04-13,2021-05-16,1919.0,,"Abenteuer,  Action",P12,2.0,1.0,,redacted
57,a13962,redacted,redacted,redacted,t14021,Bücher,Warrior Cats,8.0,2021-03-17,2021-05-17,11773.0,,Allgemein,P12,6.0,11.0,,redacted
58,a6170,redacted,redacted,redacted,t32867,Bücher,Warrior Cats,3.0,2021-04-27,2021-05-17,3458.0,,"Abenteuer,  Freundschaft",P12,0.0,4.0,,redacted
59,a12530,redacted,redacted,redacted,t22504,Bücher,Warrior Cats,45.0,2020-11-29,2021-05-22,67087.0,,Abenteuer,P12,3.0,64.0,,redacted
60,a6821,redacted,redacted,redacted,t32211,Bücher,Warrior Cats,20.0,2020-05-12,2021-05-23,26665.0,,"Familie,  Freundschaft",P12,2.0,35.0,,redacted
61,a3068,redacted,redacted,redacted,t18770,Bücher,Warrior Cats,5.0,2021-03-23,2021-05-23,1596.0,,"Abenteuer,  Freundschaft",P12,0.0,2.0,,redacted
62,a6821,redacted,redacted,redacted,t28595,Bücher,Warrior Cats,6.0,2021-01-03,2021-05-28,6182.0,,"Abenteuer,  Freundschaft",P12,3.0,19.0,,redacted
63,a10111,redacted,redacted,redacted,t30718,Bücher,Warrior Cats,11.0,2021-04-14,2021-05-29,9645.0,,"Familie,  Schmerz/ Trost",P12,6.0,23.0,,redacted
64,a7393,redacted,redacted,redacted,t3496,Bücher,Warrior Cats,10.0,2021-03-25,2021-05-29,9165.0,,Allgemein,P12,2.0,7.0,,redacted
65,a9107,redacted,redacted,redacted,t1962,Bücher,Warrior Cats,1.0,2021-04-10,2021-04-10,1314.0,,"Drama,  Familie",P12,0.0,1.0,,redacted
66,a4935,redacted,redacted,redacted,t29551,Bücher,Warrior Cats,3.0,2021-04-09,2021-04-10,993.0,,"Humor,  Mystery",P12,2.0,8.0,,redacted
67,a9154,redacted,redacted,redacted,t5494,Bücher,Warrior Cats,1.0,2021-04-10,2021-04-10,1595.0,,Allgemein,P12,1.0,3.0,,redacted
68,a6577,redacted,redacted,redacted,t23765,Bücher,Warrior Cats,25.0,2020-05-22,2021-04-24,476.0,,"Drama,  Schmerz/ Trost",P12,7.0,71.0,,redacted
69,a1391,redacted,redacted,redacted,t35234,Bücher,Warrior Cats,12.0,2021-02-21,2021-05-10,17845.0,,"Abenteuer,  Fantasy",P12,7.0,40.0,,redacted
70,a188,redacted,redacted,redacted,t22927,Bücher,Warrior Cats,4.0,2021-03-06,2021-03-10,2891.0,,Allgemein,P12,1.0,3.0,,redacted
71,a15942,redacted,redacted,redacted,t28640,Bücher,Warrior Cats,1.0,2021-03-12,2021-03-12,2857.0,,Allgemein,P12,4.0,3.0,,redacted
72,a8597,redacted,redacted,redacted,t3598,Bücher,Warrior Cats,15.0,2020-07-28,2021-03-12,18903.0,,Mystery,P12,6.0,48.0,,redacted
73,a5960,redacted,redacted,redacted,t8931,Bücher,Warrior Cats,4.0,2021-03-09,2021-03-12,2976.0,,"Drama,  Krimi",P12,1.0,5.0,,redacted
74,a3851,redacted,redacted,redacted,t21223,Bücher,Warrior Cats,6.0,2021-01-19,2021-03-14,23341.0,,"Angst,  Tragödie",P18,8.0,14.0,,redacted
75,a12268,redacted,redacted,redacted,t17967,Bücher,Warrior Cats,4.0,2021-02-14,2021-03-16,5029.0,,Abenteuer,P12,2.0,5.0,,redacted
