,Author Username,Author url,Text ID,url,Text Title,Medium Orig,Fandom Categories,Chapter Amount,Creation Date,Update Date,Word Count,Story Type,Genre,Age Restriction,Endorsment Amount,Review Amount,Gender,Data
532,a14911,redacted,redacted,redacted,t13234,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-07-11,2020-07-11,677.0,,Fantasy,P12,0.0,1.0,,redacted
533,a7235,redacted,redacted,redacted,t2035,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-07-16,2020-07-16,1547.0,,"Romanze,  Familie",P12,4.0,4.0,,redacted
534,a1387,redacted,redacted,redacted,t17049,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-07-19,2020-07-19,715.0,,Allgemein,P12,0.0,1.0,,redacted
535,a7235,redacted,redacted,redacted,t11343,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-07-19,2020-07-19,2483.0,,"Humor,  Familie",P6,5.0,3.0,,redacted
536,a1411,redacted,redacted,redacted,t14553,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-07-21,2020-07-21,1174.0,,Schmerz/ Trost,P12,0.0,1.0,,redacted
537,a2585,redacted,redacted,redacted,t7759,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-07-23,2020-07-23,607.0,,Allgemein,P12,0.0,1.0,,redacted
538,a7235,redacted,redacted,redacted,t20933,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,2.0,2020-07-23,2020-07-29,5210.0,,"Romanze,  Familie",P12,8.0,7.0,,redacted
539,a8207,redacted,redacted,redacted,t19571,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,2.0,2020-08-02,2020-08-08,5651.0,,Parodie,P12,1.0,2.0,,redacted
540,a9647,redacted,redacted,redacted,t14606,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-08-08,2020-08-08,38.0,,Allgemein,P12,0.0,0.0,,redacted
541,a4939,redacted,redacted,redacted,t37729,Bücher,J.R.R. Tolkien / Mittelerde / Der Herr der Ringe,1.0,2020-08-09,2020-08-09,701.0,,Freundschaft,P12,1.0,0.0,,redacted
