,Author Username,Author url,Text ID,url,Text Title,Medium Orig,Fandom Categories,Chapter Amount,Creation Date,Update Date,Word Count,Story Type,Genre,Age Restriction,Endorsment Amount,Review Amount,Gender,Data
144,a5262,redacted,redacted,redacted,t24605,Bücher,Bis(s),7,2021-08-13,2021-09-17,25563.0,,"Drama,  Fantasy",P16,3.0,3.0,,redacted
145,a13074,redacted,redacted,redacted,t2488,Bücher,Bis(s),1,2021-09-20,2021-09-20,207.0,,Allgemein,P16,0.0,1.0,,redacted
146,a14427,redacted,redacted,redacted,t19767,Bücher,Bis(s),1,2021-09-23,2021-09-23,1096.0,,Allgemein,P12,0.0,0.0,,redacted
147,a13854,redacted,redacted,redacted,t11266,Bücher,Bis(s),1,2021-09-25,2021-09-25,387.0,,Allgemein,P12,0.0,0.0,,redacted
148,a13616,redacted,redacted,redacted,t12050,Bücher,Bis(s),3,2021-09-21,2021-09-29,3298.0,,Allgemein,P12,1.0,2.0,,redacted
149,a12715,redacted,redacted,redacted,t34109,Bücher,Bis(s),1,2021-10-01,2021-10-01,6274.0,,"Romance,  Liebesgeschichte",P6,2.0,2.0,,redacted
150,a16352,redacted,redacted,redacted,t16216,Bücher,Bis(s),1,2021-10-04,2021-10-04,424.0,,"Fantasy,  Übernatürlich",P12,0.0,0.0,,redacted
151,a12715,redacted,redacted,redacted,t15130,Bücher,Bis(s),1,2021-10-05,2021-10-05,12119.0,,"Schmerz/ Trost,  Liebesgeschichte",P6,1.0,1.0,,redacted
152,a11448,redacted,redacted,redacted,t13630,Bücher,Bis(s),1,2021-08-23,2021-08-23,514.0,,"Romance,  Freundschaft",P16,0.0,1.0,,redacted
153,a10209,redacted,redacted,redacted,t35935,Bücher,Bis(s),3,2021-03-16,2021-07-18,1141.0,,"Romance,  Tragödie",P16,1.0,3.0,,redacted
154,a15544,redacted,redacted,redacted,t2321,Bücher,Bis(s),3,2021-07-27,2021-07-27,3671.0,,Allgemein,P16,1.0,2.0,,redacted
155,a2267,redacted,redacted,redacted,t15710,Bücher,Bis(s),19,2021-08-10,2021-08-10,8479.0,,Allgemein,P12,0.0,0.0,,redacted
156,a12184,redacted,redacted,redacted,t33871,Bücher,Bis(s),2,2021-06-14,2021-06-14,7064.0,,"Fantasy,  Liebesgeschichte",P18,0.0,0.0,,redacted
157,a1768,redacted,redacted,redacted,t9994,Bücher,Bis(s),3,2021-06-11,2021-06-15,1582.0,,"Drama,  Angst",P12,0.0,1.0,,redacted
158,a490,redacted,redacted,redacted,t36331,Bücher,Bis(s),2,2021-06-28,2021-06-28,124.0,,Liebesgeschichte,P18,1.0,0.0,,redacted
